00000000 ddh = -6.6547e-10 ddh/dh = -4.4125e-09 ddh/H = -5.0344e-15 ddU= 1.1301e-14
00000004 ddh = -4.6349e-09 ddh/dh = 5.2973e-08 ddh/H = -2.6386e-14 ddU= 1.3477e-14
00000008 ddh = -1.0876e-09 ddh/dh = 2.4002e-09 ddh/H = -5.9157e-15 ddU= 1.4276e-14
00000012 ddh = -4.7692e-10 ddh/dh = -1.2664e-09 ddh/H = -2.5359e-15 ddU= 2.0991e-14
00000016 ddh = -3.6782e-09 ddh/dh = -8.0522e-09 ddh/H = -1.9438e-14 ddU= 2.1964e-14
