00000000 ddh = -5.4960e-08 ddh/dh = 1.6847e-07 ddh/H = -4.1636e-13 ddU= 3.6171e-11
00000004 ddh = 5.4994e-09 ddh/dh = 1.8967e-08 ddh/H = 3.1184e-14 ddU= 7.3056e-12
00000008 ddh = 4.9112e-08 ddh/dh = -2.2805e-07 ddh/H = 2.7028e-13 ddU= 8.2940e-11
00000012 ddh = -3.1515e-09 ddh/dh = 5.1159e-07 ddh/H = -1.6884e-14 ddU= 2.0815e-11
00000016 ddh = 1.5629e-07 ddh/dh = -1.5689e-05 ddh/H = 8.2436e-13 ddU= 9.6016e-11
