00000000 ddh = -8.7391e-07 ddh/dh = 4.6216e-06 ddh/H = -6.4676e-12 ddU= 8.0593e-11
00000004 ddh = 6.9972e-08 ddh/dh = 1.0370e-06 ddh/H = 3.6544e-13 ddU= 7.3790e-11
00000008 ddh = 1.4798e-08 ddh/dh = 3.8897e-07 ddh/H = 7.4255e-14 ddU= 2.0625e-10
00000012 ddh = 1.9392e-07 ddh/dh = 4.3443e-07 ddh/H = 9.6358e-13 ddU= 3.7638e-10
00000016 ddh = 3.9347e-07 ddh/dh = 1.1883e-06 ddh/H = 1.9441e-12 ddU= 2.5539e-10
