00000000 0.304263221433 -0.189080554439 1.208138e+00 194 6026 309 3333 1 1.701814e+01 7.870832e-02
00000001 0.393052295838 0.267200685052 7.655194e-01 109 3197 213 1792 1 8.755846e+00 1.370889e-01
00000002 0.441103678839 -0.071057258313 1.073643e+00 124 3573 250 2075 1 8.964511e+00 1.800473e-01
00000003 0.471163306954 0.023900239930 9.763831e-01 135 3893 286 2354 1 9.468684e+00 2.058264e-01
00000004 0.491586271110 0.067474845510 9.347512e-01 279 8368 473 5275 1 1.918067e+01 2.276394e-01
00000005 0.507551705152 0.212743455874 8.083635e-01 155 4467 347 2930 1 9.995984e+00 2.455649e-01
00000006 0.514648279150 -0.217112610888 1.242484e+00 157 4675 363 3193 1 1.022379e+01 2.547187e-01
00000007 0.525183693849 -0.224666043324 1.251905e+00 161 4729 375 3283 1 1.033777e+01 2.667313e-01
00000008 0.534226949595 0.038071294750 9.626443e-01 329 9703 629 7007 1 2.068686e+01 2.786085e-01
00000009 0.536022843159 -0.389068438413 1.475606e+00 171 5054 426 3866 1 1.068130e+01 2.823474e-01
00000010 0.540270533248 -0.220209035198 1.246337e+00 175 5133 449 4045 1 1.085377e+01 2.855996e-01
00000011 0.542280390958 -0.063801803899 1.065881e+00 179 5169 465 4103 1 1.086348e+01 2.908661e-01
00000012 0.542280390958 0.446270719136 6.400105e-01 355 10348 764 8494 0 2.154716e+01 2.908661e-01
00000013 0.542478037898 0.079624355789 9.234632e-01 176 5203 459 4203 1 1.091224e+01 2.892788e-01
00000014 0.541425188425 0.089948618190 9.139781e-01 187 5250 517 4329 1 1.102044e+01 2.899292e-01
00000015 0.545561943964 0.158075218544 8.537856e-01 178 5310 467 4394 1 1.107789e+01 2.941736e-01
00000016 0.545561943964 0.330102761870 7.188499e-01 353 10419 738 8532 0 2.160733e+01 2.941736e-01
00000017 0.549527616146 0.018138140517 9.820254e-01 176 5249 465 4390 1 1.106505e+01 2.993365e-01
00000018 0.550897288695 -0.136597186148 1.146366e+00 179 5304 479 4504 1 1.108619e+01 3.021897e-01
00000019 0.547842186232 -0.032799557341 1.033343e+00 173 5229 443 4313 1 1.089002e+01 2.979245e-01
