00000000 ddh = 1.9377e-09 ddh/dh = 1.2849e-08 ddh/H = 1.4659e-14 ddU= 1.4159e-12
00000004 ddh = -2.0500e-09 ddh/dh = 2.3430e-08 ddh/H = -1.1670e-14 ddU= 1.5603e-12
00000008 ddh = -7.0423e-10 ddh/dh = 1.5542e-09 ddh/H = -3.8305e-15 ddU= 1.8030e-12
00000012 ddh = 2.3633e-09 ddh/dh = 6.2753e-09 ddh/H = 1.2566e-14 ddU= 2.2324e-12
00000016 ddh = 2.5397e-09 ddh/dh = 5.5594e-09 ddh/H = 1.3421e-14 ddU= 2.4471e-12
